_,Date,Feeling,今日のひとこと,感動・学び・気づき①,感動・学び・気づき②,感動・学び・気づき③
251028,2025/10/28,😊,CNPトレカ、全然やってないなー。やっぱり大会みたいなモチベーション保てる仕組みは必要だ。,補助金、Claudeがチャットの上限に達してしまったので、これは使えないなーと判断。今回からGeminiのGemを使うことを決断。来年２月にClaudeの年間プランの更新時期が来るので、そのタイミングで解約かな～。Geminiでの精度については問題なさそう。引用元が明確に記されるのでそれはいいな。明日事前情報と照らし合わせて、問題なければラフ版を作って、この段階で１回見てもらう。,動画生成Sora2も良いね。試したいこととしては、キャラクターシートからメインビジュアルを作る。そしてそこからNanobananaで画角が違うものを複数生成。それを動画生成AIに食わせて、つなぎ合わせて１つのシーンを作る。これを試してみたい。,
251029,2025/10/29,😌,CNPトレカ何もせず！熱が冷めてるのかー。,事業計画書作成、WORDに転記してみたけど、前に採択された企業の計画書と比べると、文字数が少ない。ちょっとこれは他の採択された事業者の計画書と比べたい。文量で選ばれるわけではないけど、昔のもの補助を知ってる身からすると、どうしても文量がたくさんないと心配に鳴る。,楽曲制作。ディストリビューターをDistrokidに変更した。SoundONでの審査が長いからね。年間プラン契約。うむ。,動画生成、色々と試してみる時期かなー。でもこの先に何があるかはわからない。
251030,2025/10/30,😌,今日もラノベ見て終わったなー。反省。明日からこそは頑張る。,補助金、採択された２件を入力して、より改善された計画書を出力してもらった。明日やることはWORDに転記すること、記載されている内容のチェック、情報ソースの確認、質問事項の把握。,Sunoはクルミメインの曲を製作開始。そろそろ、作った曲をどんどんと展開していかないとな。,CNPトレカ交流会は、申込みが１件あって、全部で５人あつまった！よかった、交流会になる。12月は事前に皆んなの予定を確認したうえで設定する
251031,2025/10/31,😊,補助金やべーので作っていかないとなー。週末で決算書の入力くらいはやっておく。,色々とタスクが消化できた１日だった。ただ補助金関連のタスクが残ってしまった。これは反省。来週が追加ヒアリングなので、そこまでにはある程度形にしておきたい。というか質問事項をしっかりまとめておかなくては。,楽曲制作。Distrokid経由でSpotifyに配信スタート。２日くらい？SoundONと比べて圧倒的に早かった。アーティストページを整えないと。,
251101,2025/11/01,😊,ナスフェス楽しかった、色んな人にお会いできたなー。,CNPトレカ初心者さん説明会、無事に終了。今回は音声トラブル無く終わった。もっと人が少ないかなーと思ったけど、思った以上に人が集まってくれた。もう２・３回は同じような形式でやって、その次からはゲストに参加してもらうようにしたい。,補助金、やらず！やらず！,Sunoで曲を作ろうというイベントに参加したけど、１時間でけっこういい曲ができた。Sunoの曲作りに慣れてきたってことかなー。
251102,2025/11/02,😊,スリーブ見るのにハマってしまった。お金が・・・,CNPトレカ交流会、少人数だが５人集まって、交流会として成立して良かった。今回は説明とかも不要なので、対戦がたくさんできた。半々くらいの勝率。まだまだ判断が甘いところがあるなー。,補助金、AI関連は何もやらずって感じかなー。明日から巻き返す。,
251103,2025/11/03,😊,トレカスリーブにハマり中。これでもやすい趣味と自分に言い聞かせてる！,補助金、再開し始めました。外部環境分析はどこまで必要なのかな。そのあたりもGeminiさんに依頼。実際の工程の情報とかはヒアリングしないとわからないなー。,楽曲づくり、AppleMusicで配信されました！次はAppleMusicのアーティストページの更新です。,
251104,2025/11/04,😊,メルカリ、まとめ買いで値下げはあまりやらないほうがいいのかなー。高額とか、どうでもいい、買えたらいいってものを値下げしてもらうって感じかな。,補助金、少しずつだけど時間が取れて対応することができてよかった。外部環境分析や内部環境分析までは作ることができた。次からは省力化の必要性を訴えかけて行く部分かな。これを明日やる。,曲づくり、動画生成は何もやらず。,
251105,2025/11/05,😊,大阪楽しかった。オフ会は積極的に参加していきたい。,AIラボ大阪オフ会、学びが多かった。。やることとしては、Threadsを始めること、なんでもいいので投稿の数、露出数を上げること。頑張る。いまはThreadsの審査待ち。審査が通り次第、プロフィールを設定する。Threadsを作る関係でインスタを新たにアカウントを作ったので、そっちのプロフィールも整える。,メルカリ、謎だなー。定価でまとめがいを依頼してるけど、それが成立しなかった。ということは、あっちはこちらに売りたくないってこと。まとめてほしくない、っていうこともあるのか。とりあえずは何度も購入依頼を出すのもいやなので、別の人から買うようにするかー。,事業計画書は少しだけできた。明日１章・２章を仕上げるとともに、翌日のヒアリングでのヒアリング事項をまとめる。
251106,2025/11/06,😊,明日はヒアリング。これで私の運命が決まる,事業計画書、一通り作ってはいるけど、やはり肝の部分がわからないから作りきれないなー。追加ヒアリングでは、まず今の事業計画書を読み込んで、そこからリストアップしてもらうか。,動画・音楽生成はできていない。,CNPトレカ、２デッキを試してみた。楽しかった。それよりもスリーブテンション上がる。いいねー。でも実際に届いて使うと、購入する意欲はちょっと下がった。うーん、追加で買うかどうしようかな。
251107,2025/11/07,😊,CNPトレカ、対戦面白かったー。,久しぶりのクライアントの打ち合わせ。結論としては、こっちで色々と作っても良さそうってこと。,,
251108,2025/11/08,😌,トレカの説明会、ゆったりともっと落ち着いてやらないと。,ドウジョウ100回目。記念の回。とはいえやることは変わらないので淡々と。ただProgateをやってくれたのは良かった。ここからCoolestProjectsに繋がると良いけど。,補助金やべー。今日中にヒアリ軍結果は反映する。１つずつの項目をブラッシュアップするのは今週。,
251109,2025/11/09,😣,明日から本気出す。,げえええ、補助金何もやらなかったー。明日やる頑張る。,AI曲作りを頑張ったかな。SoundONからDistrokidに変更したが、アナリティクスが不明。というかあんまり聞いてもらえてないなー。30曲くらい作ったら何か変わるのかな。,
251110,2025/11/10,😌,事業計画書で頭がいっぱいで色々とできてない,事業計画書、１を作成。グラフを追加している途中で、Geminiの読み待ちが発生。たぶん色んなINPUTを入力したことが原因と考えられる。スレッドは分けて作ったほうが良いと改めて思った。毎日置き換えるイメージかな。,Suno曲作り。ポン出しで良いのでたので採用。冒頭に変なラップがあるけど、それもそのまま使っちゃう。その意味を考えて聞く人はいないだろう。,
251111,2025/11/11,😌,事業計画書作成が入ると、本当に何もできなくなるな。,事業計画書、３歩進んで２歩下がる。２章までは作ったが、Claudeチェックで修正することに。文章もClaudeの方が良いなと思った。明日からはClaudeでやろう。明日は３章に入る前に付加価値等の算出が必要になる。,トレカスリーブ、買ってしまった。どんどんとお金を使ってしまう。,
251112,2025/11/12,😊,木・金・土　はトレカの日にしたいなー。,事業計画書、付加価値額の算出は終了。できれば３章も仕上げたかった。次は３章を仕上げる。そこができたら、あとはどうにでもなる。目指せ明日提出。,曲作り、動画作りできず。クレジットが余ってる。,
251113,2025/11/13,😊,CNPトレカオンライン対戦。２戦２敗。セイドウデッキの勝ち筋が見えないなー。プレイしてると楽しいんだけどね〜。,事業計画書５章までできた。作り始めたら早いので、すぐに着手するようにしたい。明日はセクション６とスケジュールを作り、その３を作ったら、そこからブラッシュアップ。鬼のようにブラッシュアップする。AIさんが。,バイブコーディングでDOMINAスリーブアプリを修正。価格情報をConvexに保存できるように変更したい。そうすると、スマホでもチェックできるから。あとは、ピン留め機能も欲しいかな。,
251114,2025/11/14,😊,CNPトレカ、トレカショップにて対戦。初めてトレカショップで対戦したけど、新鮮だった。,事業計画書、一通り完成。ブラッシュアップを行っているところ。日曜日には完成させ提出する予定。細かな部分を対応して、その後に冗長な部分を反映させて、提出。何度かAIにチェックさせて採択率を高める。,,
251115,2025/11/15,😊,明日やることがたくさんあるので、タスクを整理しながら進める。Threadsどんどん絡んでいきたい！,補助金、やらず。明日仕上げる,イベント。大きな問題もなく終了。今週金曜日に学校訪問があるので、その準備を週の頭にする。あとリマインドメールを送る。,はじめてのCNPトレカ。今回も無事に終わった。手札オープンは非常に良かった。楽しかった。次回は来週土曜日。頑張る。
251116,2025/11/16,😊,とりあえず事業計画書はFB待ち。火曜日再開でいいかな。,事業計画書提出。うーん、正直なんかいまいちな感じもするなー。やっぱり全編AIだと理解しなくても作れちゃうから、ピンときていないっていうのもあると思う。そしてやっぱり人間が組み立てた方がしっくりとくる。とはいえ、やはり時短っていう魅力は捨てがたい。,Udemy、動画生成、音楽生成、今週からやる。,有松中学校は資料は使い回す方針。１時間もあれば、準備できそう。
251117,2025/11/17,😊,久しぶりの出勤。会社の温度環境が改善されてた。,マイクラカップの入館申請完了。イベントやってるーって感じになるね。あと大きなミッションとしては、懇親会の会場予約と、事前打ち合わせの日程調整、くらいかな。,Udemyは参考となる教材を見た。目的や対象者→どういうツールを使うか→自己紹介、っていうのが冒頭パートだった。Udemyで学んだことをChatGPTにインプットしながら壁打ちしながらやっていく。明日の目標はうみのさんの講座を１つ見ること。,Suno楽曲制作。１曲リリース申請に出した。本名はローマ字でもいけそう。
251118,2025/11/18,😊,Threads結構やった。,Udemy、カリキュラム５まで勉強して、タイトルと副タイトルまで検討した。Claude✕メールという、出涸らしくらい出尽くされたテーマだけど、初回はClaude無料プランでもできるくらい簡易的なものにしようと思う。,ライブ配信ができていないけど、明日は日中にやろうかな。,21日の教材がまだできていないので、これは明日。とはいえ、ほぼ沢上中学校のネタで良いはず。
251119,2025/11/19,😊,補助金がどうなってるのか気になるなー。,中学校出前授業の準備完了。資料の使い回しでいけますね。あと数回は。さてこの依頼はあとどのくらいもらえるのかな。,Udemy教材づくり。色々と作ってみてるけど、スクリプト作成のところまできて、これはテーマとしてもっと短時間で終わらせるべきだと思った。これもやってみたから分かること。なのでもう１度最初から考え直してみる。,一社を潰そうと思う。税金払うだけになるし。懸念はマイクラカップくらいかな。そこはまあ、１月のイベントの時に相談してみるかー。
251120,2025/11/20,😊,スレッズ100人超えた。嬉しいけど、その瞬間、ちょっと熱が冷めた。いつも通り。,Udemy教材作り、一旦ゼロベースで考え直すことに。いや、作っちゃえよ、という声が上がってきそうですが、やはりスクリプトを考えるところで、これは薄い、ってなった。なので時間を短時間にすること決めた。いまタイトル検討中。構成を本日中に決めたい。,CNPトレカ、はじめてのトレカはなかなかいい感じだと思う。人は減っていくけど、まあ継続することに意味があるかなーっと。ポジションの１つとして、ですね。,Gemini 3まわりが色々と試せてないかなー。それでもスタエフで配信できるくらいには色々とできてるのかな。
251121,2025/11/21,😌,だらーっとした金曜日を過ごしてしまった。でもこういう何もやらない日があってもいいだろう。,出前授業。無事終了。これで２万円もらえるのはありがたいな。持続性はないけど、需要があるうちはどんどん積極的に対応していきたい。資料も使いまわしがまだできるし、準備コストは最小。,,
251122,2025/11/22,😌,いろいろと溜まっていたタスクは消化できた。あとは経費をしっかりと確定させて、今年どのくらいあと使うか検討しなければ。,はじめてのCNPトレカ、進行としては問題なく進んだけど、参加者はやっぱり減ってるね。でも前回は多かったことを考えると、各コミュニティの人がゲストとして参加するほうがいいと思った。,Udemy、講座のセクションまでは決めれたので、次はスライドのスクリプトまで決める。明日やること。,補助金、特に指摘はないらしいが、それがまた不安。
251123,2025/11/23,😣,Threadsの投稿頻度をもう少し増やしたいねー。,ドウジョウ、モンスターっていうのはああいうのを言うのかっていう親子だった。なんというか、新鮮な体験では合った。でも次やったら出禁。,Opalを久しぶりに触ったが、文章はAIっぽい感じになる。あとフローの自動生成は多少の修正が必要だなと思う。早くGemini 3 Pro導入してほしい。,Nano Banana Proを使ってみたが、かなり日本語の精度は良くなっている気がする。
251124,2025/11/24,😭,せっかくの１日だったのに、何もやらずに終わったー。,,,
251125,2025/11/25,😭,だめだなー、一人だとダラダラしちゃう。,マイクラカップ、やること。飲食店の予約。3000円＋希望者飲み放題っていう感じで一度確認してみる。人数は柔軟に対応してもらえると嬉しいが。取材が入ることになり、その対応方法を事務局に確認。木曜日にリマインドメール、金曜日に機材の確認。審査員の人に向けて駐車場のご案内。,Udemyやらず！！！,
251126,2025/11/26,😊,ChatGPTに殴られた件は、明日のスタエフのネタにするー。,ChatGPTに駄目だしされた。どんどんアウトプットしろと。６０点で良いと。Udemyの教材も何度も作り直してるけど、こねくり回してるけど、さっさとリリースしろとおっしゃるとおりです。,マイクラカップは、懇親会の件は終わり、駐車場のアナウンスも終わり。本日は取材対応について調整をすること。,Udemy、今日こそスクリプト作成まで実施する。もう１つに決めて、Claudeでスクリプトまで作り切る。
251127,2025/11/27,😊,久しぶりの本気のトレカバトルは楽しかったー。,補助金、締め切られた＝申請が終わってるということだと思う。今後に向けて、もっと効率的にできるようにしたい。まずは過去採択事例のタイトル、概要をまとめたファイルを作る。そして決算書から計算用スプシが作れるようなGEMを作ること。,Udemy、スライド構成案まで作れた。次はこれを使ってGAMMAでスライドを作ること。そのためにUdemy講座を聞くこと。そして、一度全体を作ってみる。もう少しライブの部分も作る。,
251128,2025/11/28,😌,マイクラカップが終わったら、一区切りつくなー。,Udemyはまったくやらず。うーん、覚悟が足りないな・・,マイクラカップ、あとは本番を迎えるのみ。懸念は、朝の皆んなの入場と、会議室が開くか、什器類が確保できるか。,
251129,2025/11/29,😌,とにかく疲れたー。,マイクラカップ、こういう時は達成感を感じることを喜ぶべきか、ネガティブな気持ちが勝ってしまうなー。ありえない失敗をしたから、ここを反省したい気持ちの方がかってしまう。悪いことではないけど、もっとできたことを喜びたいな。日本人だから悪い方ばかりを見てしまうのか。,,
251130,2025/11/30,😌,だらーと過ごした！！,マイクラカップ、ひとまず終了かな。あとは請求書関連のみ。来年は一社じゃなくなるから、地域団体として受けるか、個人として受けるか。個人として受ける場合は、もう少し名前を変えたいなー。,Udemyはやらず。休日はやっぱりやらないなー。,
251201,2025/12/01,😌,だらーっと過ごしたな今日も。,経費を確認したうえで、Macbook Proを購入。暫くは副業では稼げないから、他にも買うべきものがあれば今年購入すること。,,
251202,2025/12/02,😌,Macbook Pro購入。黒い筐体、かっこいい〜。,Udemy、動画を少しみたくらい、やらねばー。,来週出張の最終確認。,
251203,2025/12/03,😌,Macbook PROの起動確認して、今日中に移管したいかも。,Udemy、さすがに伸ばしすぎなので、いいかげんGAMMAの動画は見て、年間課金する。あとは画面収録の動画も見れたらみたい。,CNPトレカ、・週末の交流会まとめ・自分のイベント（プレゼントいっぱい）・オンライン交流会・ノート記事作成。,
251204,2025/12/04,😊,経費の計算みたいなことはどんどんできるんだけどなー。,Udemy、結局動画見ず・・明日こそは動画を見る。そしてこのUdemy関連で経費を積みます。積み増さないと。。,下水道科学館、時間割りのシート印刷は完了。明日、そのシートにカットと、荷物の準備をする。,CNPトレカ交流会の準備もする。
251205,2025/12/05,😊,はあー。。。,お尻に火がついたな。転職や独立を考えてもいいタイミングかもしれない。原則出勤。これは大きな転機になるな。,Udemy講師として生計を立てたいが、もともとのインフルエンス力を上げていかないといけない。AI×中小企業っていうところでポジションを築いていかなければ。,
251206,2025/12/06,😊,考えれば考えるほど、どうしたら良いかわからないなー。,下水道科学館のイベント終了。145名くらいの参加者。子どもたちは楽しかった。さて、次回参加するのかどうかは、まだわからないなー。,CNPトレカ交流会は12名の申込あり。良かった。持って行くカードの準備も終わったので、あと少し備品を準備したら終わり。明日は楽しむ。,
251207,2025/12/07,😊,CNPトレカ楽しく行うことができた。良かった。,CNPトレカ交流会終了。１４名参加。新規は５名。結構ご新規さんに参加してもらえてると思う。進行自体にも特に問題は無かったかなーと。次回は1/25日　リリーバンキット。チーム東海コミュニティランキング戦も開催する。でもゆるっと。,Udemy講座を視聴中。今日は少し見ることができた。明日にはみきって、そしてスライドを作る。,DOMINAスリーブアプリ、スマホでも見れるようにするConvexでデータ共有をすれば良いのかな。明日価格情報を更新しよう。
251208,2025/12/08,😌,在宅勤務終了のお知らせを妻に。また生活の仕方を考えていかないといけないなー。,UdemyのGAMMA講座終了。GAMMA課金、ScreenFlow課金完了。次はスライドをGAMMAで作る。年内に審査に出す絶対！,あんまりそれ以外はできなかった,
251209,2025/12/09,😌,出社すると何もできないのが残念,Udemyはなにもせず。,小学校の授業準備完了。問題なく実施できる見込み。,
251210,2025/12/10,😊,あいちロボフェス楽しみ。マックイーン担当なのでなんとでもなる。,小学校の出前授業、短時間でマックイーンの超音波センサまで実施できた。６年生の場合は、これくらいのペースで実施しても問題なさそう。５年生もいけるな。なので、１コマまるまる体験会の場合は、もう少し色んな事をやらせても良い。,UdemyやらAIは何もやらず。,
251211,2025/12/11,😌,日付感覚がバグってる！,Udemy全然やってないなー。今日こそは、1シートでも良いから作りたい。,,
251212,2025/12/12,😊,１人で大きなホテルの部屋を確保してしまった。あとダラダラしたので、今日はしない！,１日ボランティアスタッフだった。ボランティアじゃないか。マックイーンの講座はもう完璧だと自信を持っていえる。もう少しマックイーンを買ったほうがいいんだろうかな。,,
251213,2025/12/13,😊,今夜も早く寝て、朝活しよっと。,イベントスタッフ。問題なく実施できた。安定感抜群。ここで感じたこと。自分の成長。他の人の講師っぷりを見て、自分が成長できているなーと感じることができた。これは嬉しかった。,ロカネット　in　CNPトレカ。ブース隊長に任命された。責任重大。国交省の役人さん相手に説明できる自信は無い。さてさて。チラシを作っての声にはしっかりと答えたい。,
251214,2025/12/14,😊,疲れたー,3日間のイベント終了。講師としての技術力は上がったと思う。とはいえ、アンケートなどを取ったわけではないので、実際のところの相手の反応、感触は分からない。反応は分かるか、もっとやりたいっていう子どもたちの様子を見たら。,下水道科学館、今回のロボフェスの内容をやる。海岸のゴミを拾おう、っていうテーマでマックイーンを使った体験会にする。,
251215,2025/12/15,😊,GAMMAは結構使える感じ。スライドのまま公開してもいいし、Webサイトの形で公開してもいいし。,ロカネットのCNPトレカ出展ブース、チラシ完成、WebサイトもGAMMAで作成。課金してるからAIで編集し放題。AI機能は結構使える。チラシはGeminiで原案を作ってcanva。ここを１つのサービスで完結できると良いなと思う。プロンプトの作り方だろうか。,,
251216,2025/12/16,😭,体調不良で有休〜,,,
251217,2025/12/17,😭,インフルで有休〜,,,
251218,2025/12/18,😌,体調が回復してきたとはいえ、まだまだ本調子ではないなー。,久しぶりにLovartを触ってる。シュナプーンのプロンプトを使ってみる。やっぱり最初はマネッコだな。色んな人のプロンプトを参考にしたい。,学校向けの資料は完成。今回も使いまわし。若干「どういう人が好まれるか、働くうえで」っていう点が抜けてるけど、そこは学生さんが汲み取って欲しい！,
251220,2025/12/20,😊,隔離生活が終了！,ドウジョウは１名。たまにはそういう日もあっていいと思う。診断士仲間とじっくり話すこともできたし。開催レポートは明日書く。,ロカネットは大盛況だったと感じてる。９人は結構多いと思う。ここからどのくらいがプレイヤーとなってくれるか。そもそも対戦することができる場所が限られてる問題もあるので、もっと場を提供していきたい。,
251221,2025/12/21,😊,結局やりたいことはやれない１日だった。まあ仕方ないかー。,Fujinさんの教材はまだ読めてないけど、アフィリンクを踏んでもらったことで報酬ゲット。よかった、元が取れた。さて、ここから勉強をしていきたいわけだけど、朝活のテーマかな～。,CNPトレカの会議室はあまり好きな感じではないかな。ただ料金と場所と空きを考えると、ましかなーって感じ。もう少し開放感がある場所がいいと思った。,CoderDojo １月の予約表を作らねば。
251222,2025/12/22,😊,久しぶりにデンソーに入った。最初は鬱だったけど、始まればいつも通りにできた。,Fujinさん教材のアフィ、お小遣い程度だけど売上を作れた。初動が肝心なのと、あとはリンク踏みの購入特典がある方が良さそう。Opal自体としては特典のワークフローそのままを体感。かなり精度がいいなと感じた、私が作ったものよりも。,CNPトレカ交流会、申込ページを作って申し込み開始。いい感じの滑り出しだと思う。また週末くらいに過去参加者にDMを送ろうと思う。名古屋交流会まとめページを作りたい。,
251223,2025/12/23,😊,出勤。１日って結構疲れるな。,Opal今日はやらず。明日よりクリスマスセールがあるようなので、それに向けたポストをしていかないと。特典あります、期間限定！って感じにしようかな。,イエサブへいってトレカ６パック購入。あんまり売れてなさそうでは合った。,
251224,2025/12/24,😊,クリスマス・イブだけど、特に何もなく。,Opalはあまり調子よくなくて、エラーになったりならなかったり。システム側の問題かなと思うけど、教材を色々と試したいが。。,Udemy、今日にはスライドを作る！Gamma使いこなしたい。,CNPトレカ情報を発信する
251225,2025/12/25,😊,経費を確認したが、前期よりも利益が増えている。もう少し使いたいが、キャッシュがなくなってきているため、使うのを躊躇する。,Udemyは進まず、Opalもあまり進まず。ダラダラと過ごした１日だった。,,
251226,2025/12/26,😊,長期休暇が始まる。毎日配信とUdemy教材、この２つを最低限のタスクにする。,,,
251227,2025/12/27,😊,CNPトレカは初心者さん説明会を実施。年内はこれが最後。交流会にむけて参加者増のためのDMを行った。参加者が増えてくれると良いな。,Sunoで楽曲づくり。２曲作って、Distrokidで配信予約完了。ClaudeCodeが動かなかったので、Codexで歌詞を作成。やっぱりClaudeの方がいいけど、APIエラーが多くて使い物にならず。,ScreenFlowを使ってみた。特に問題なく使えていると思う。ズームインとかをどうやってやるのかは調べたいところ。でも最初はまずは画面が収録できたら良いかなって感じ。,UdemyUdemyUdemy。
251228,2025/12/28,😣,買い物に行った。久しぶりのお出かけ。たまにこういう休みもいいな。,ScreenFlowを使ってみて。結構いい感じ。動画とかで見るあの感じができるっていう機能が揃ってる。編集に時間を掛けると進まないので、テクニカルな部分はもう少し慣れてからにしようかな。,,
251229,2025/12/29,😊,結局なにもできてなーい！,CNPトレカのオンライン大会、すごく楽しかった。こういう時に思うこと。声をかけられた時に無理だと思って断った。でもその無理をやった人たちがいてこれだけ盛り上がった。その人達はその分成長できたが、無理だと断った私は観客の１人であり成長できたところはない。やっぱり色んなことにチャレンジした方が良いなと思った。,,
251230,2025/12/30,😊,そんなにダラダラとはしてないはず。明日はUdemy講座を作り上げる。Gammaでのスライド生成について。,会計処理をひたすら。いろいろと経費として組み込んだことで、副業の利益は昨年度同等でいけそう。仮想通貨をほぼ触ってないので、その部分の利益は減らせてるはず。,,
251231,2025/12/31,😣,年末ダラダラ納めをした、と思いたい😅,,,
260101,2026/01/01,😌,実家へ帰省。特に感想もないが、運転疲れた。,Lovartで動画生成。NanobananaProからKlingはかなりいい感じだったな。それを実名のFacebookに投稿した。かわいいちびキャラ風。人の目にはどう映るのかな。,,
260102,2026/01/02,😌,だらだらは今日まで。まずは明日のはじめてのCNPトレカの準備から活動を再開する。,Udemyはスライド１枚をGammaで出力したのみ。3日中にはスライドを作りきりたい。ただ、AIでポンと出しただけだと、やはり説得力と言うか、ハルシネーションというか、個性が無いというか、そういうものが出来上がる。やはり手直しは必須。あと、画面を見せながらやる場面とかも作ったほうがいいな。,Opalはなかなかさわれてない。,
260103,2026/01/03,😌,やりたいことができてないけど、それでも良いと思わないとね。,はじめてのCNPトレカでScreenFlowを試した。Discordとマイク入力を収録。確認はこれからだけど、いい感じで収録はできている。トリミングをして、あとは音声のレベルを合わせるくらいで公開したい。,Udemy講座スライド、残すところあと２枚まで来た。作っているとやっぱり疑問は出てくる。これでいいのかと。そもそもメールを作るだけの講座で良いのか、もっとライブの時間を増やしたほうが良いのか。スライドで説明すべきことではないのかも、とか。そんなことを考えていると何もできないので、とりあえずこのままでいく。そしてまずは１つ目の審査を通す。,
260104,2026/01/04,😣,まったく何もやらない１日となった。明日からは本格的に動かなければ。。。。,,,
00*,,,,,,
260105,2026/01/05,😊,明日から本業開始。原則出社まで残り３ヶ月。不労所得となるべく、Udemy教材を月１でリリースしたい。,Udemy講座のスライドをすべて作成完了。作成後はスライドをPDF化してChatGPTとGeminiに整合性を質問した。修正するほどではないような指摘ばかりなので、このままいく。次にやることとしては、ライブをどこで入れるか、そのスライドを考える。なので、改めて最初からスライドや流れを見ていく必要がある。ここからはAIをつかうというよりは、自分の経験に基づいてやっていけばいいのかな。,ジャーナリングは１年間継続できた。１日を振り返るのって難しいなと改めて感じた。あとこの中では格好つけないようにしたい。もっと自分の声で本音で書いていきたいと思った。,確定申告に向けた記帳を実施。2025年分はやれることはやった。あとは確定申告の提出期間が始まれば書類作成までできるはず。2026年分も仮想通貨については記帳完了。日々やったほうがいいなと改めて感じている。
260106,2026/01/06,😊,本業がなー。うまくいかないな。なんでその人選？っていうのを思った通りの結果になっただけなんだけどな。転職したいけどな、その勇気もないし。,Opalの教材テンプレートを自分なりに変更した。キャラクターシートからサムネイルができたのは良かった。これを使えばそのキャラを使った記事に沿った４コママンガも作れそう。とはいえ、今日公開した記事はFujinさんのテンプレートのまま。試したのは試したけど、本番は明日の分。うまくフローが回ってくれるとありがたいけど。,Sunoでの曲作り。イントロの変なハミングを除去したいけど、なかなか難しい。おそらく、曲調によってそういう曲が学習されてるから、難しいんだと思う。これがK-Poｐ調とかならきっと外せるんだろうけど、ロックっぽいのはどうしてもハミングが入る。ガチャ要素が強いな。,
260107,2026/01/07,😊,ダラッとしてしまったが、Opalで色々試せたから良かった。,Opalワークフロー、自分なりにカスタマイズしたものを実行。音声データからブログ・サムネイルまで自動生成。サムネイルには自分のキャラクターを使う。実行した結果は問題なし。以前の自分で作ったフローよりも、自然な言い回しがされてて、自分の過去ブログの入力、SEO、ライターのプロによるチェックがすごく機能していると思う。,アンチグラビティ、使い方がターミナル＋エディタって感じになってる。もう少し、アングラとしてのAIプログラミング方法を学んだほうがいいのだろうか。とはいえ、ClaudeCodeやCodexに慣れてるしなー。,
260108,2026/01/08,😊,ラノベを読みまくって何もやらない日だったー。こういう日があってもいいかな。,音声配信について、同じ題材を使って５本目のネタを配信。次は音声配信の始め方、という配信をしてもいいかなって思った。,,
260109,2026/01/09,😌,ダラダラとした平日だった。週末に巻き返したい！,Opalフロー、音声配信データからブログ（note）化は安定してる。やはりフィードバックシステムがいい感じに働いてそうだな。明日は４コマにチャレンジ。これでオパールでやりたい事は一通りできるかな。,,
260110,2026/01/10,😊,明日からマイクラ体験会。どうなることやら。楽しみたい！,音声配信、怒涛の３本取りを実施。全部ポッドキャストに関する内容で結構いい感じに配信できてると思う。次はこれを使ってオパールでブログ化していきたい。,Opalで４コママンガを作ってみた。ちゃんとした４コマは初だったかも。結構いい感じにできるので、これを自分のワークフローに組み込みたい！,そろそろ会社をたたむための行動をしないといけない。それこをフローとかタスクリストを作って共有して消化していかねば。難しそうだな。
260111,2026/01/11,😊,マイクラ体験会のスタッフ。今日から２日間。イオンモール熱田でワークショップ。初日の感想としては、想像以上にたくさんの子供達が来てくれてよかった。多少のトラブルはありつつも、いつも通り回数をこなすことで徐々に解決。あと娘の司会が思ったよりも良かった。明日も安心して任せることができそう。,,,
260112,2026/01/12,😌,２日間のイベントスタッフ終了。３月のイベントもヘルプしたいって伝えた。マイクラの人みたいに思ってもらえるならいいな。,マイクラ体験会、２日間無事に終了。トラブルはなく終えることができた。無償でやれるか、の問いには正直答えづらかった。個人的には半々。報酬は欲しいが、信頼や繋がりも欲しい。でも他の人は報酬なしだと厳しいかなと思う。いくらドウジョウ関係者でも。実際にその時になってみないと分からない。,,
260113,2026/01/13,😌,明日は出社。行きたくないけど仕方ないなー。,Opalの４コマにチャレンジ。縦に４行に並べたいんだけど、レイアウト。でもボックス型の配置になっちゃうんだよね。６０点で良いと思えばこれで最高なんだけど、しっくりこない。でもこの完璧主義を少しやめないとなー。,２つ出前講習が入ってるけど、すっかり抜け落ちてた…前はきっちり覚えていたけど、歳で忘れちゃったのか、もしくは集中してるポイントが変わってきているのか。,
260114,2026/01/14,😊,久しぶりの出社。電車が数分遅れただけで乗り継ぎが困難に。ホームでの待ち時間が本当に無駄だと思った、,スタエフ、事前に収録しておいたものを配信。やっぱり外出する時は、事前に予約投稿が良い。あと、色んな人のコメントや配信からネタを５つほど蓄積。配信ネタはどこにでも落ちているな。,,
260115,2026/01/15,😌,Udemyできてないなーって思う。どこかで巻き返さないと。。,,,
260116,2026/01/16,😤,AppleIDのパスが怪しいので変更。その後Xも不正なアクセスがあった。怪しい。他のアカウントが大丈夫だといいけど・・・,,,
260117,2026/01/17,😆,そろそろ来週のトレカイベントの集客を頑張らねばー。,モノリスカップ、めちゃくちゃ楽しかった。戦績としては4戦１勝だけど、それ以上にみんなと楽しい時間を過ごせた事が嬉しい。もっと、トレカに時間を掛けていきたい✨,,
260118,2026/01/18,😌,ドウジョウ関連をやったくらいで、あとは何もできていないなー。,ドウジョウ実施。和室だったけど、特に問題なく実施できた。心穏やかにできたなー。レポートも当日中に発行できてよかった。あとは２月３月の会議室の確保をしなければ。場所の都合ってことにして、２月１回、３月１回にしようかな。,,
